Index,EMP_ID,CLM_SYS,CLM_REF,WSA_TYP,FLEXBEN_TYPE,CLM_DT,CLM_YR,CLM_AMT,RCPT_DT,RCPT_DAY,DAY_TAG,CLM.STAT,REIMB_DT,REIMB_YR,EA_DT
4199,1505,WSA,EFSA0091238,FLXI,5.0,07/02/17,2017,500.0,22/01/17,Sunday,WEEKEND,3,23/03/17,2017,21/09/17
4200,6340,WSA,EFSA0090483,MIIS,,23/01/17,2017,29.25,22/01/17,Sunday,WEEKEND,3,24/03/17,2017,21/09/17
4201,6107,WSA,EFSA0091402,MIIS,,10/02/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,25/03/17,2017,21/09/17
4202,1801,WSA,EFSA0091064,BIRT,,03/02/17,2017,30.0,22/01/17,Sunday,WEEKEND,3,26/03/17,2017,21/09/17
4203,7211,WSA,EFSA0092017,FLXI,4.0,22/02/17,2017,172.0,22/01/17,Sunday,WEEKEND,3,27/03/17,2017,21/09/17
4204,2560,WSA,EFSA0090804,MIIS,,29/01/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,30/03/17,2017,21/09/17
4205,9310,WSA,EFSA0091409,BIRT,,10/02/17,2017,30.0,22/01/17,Sunday,WEEKEND,3,30/03/17,2017,21/09/17
4206,9922,WSA,EFSA0091127,BIRT,,04/02/17,2017,4.5,22/01/17,Sunday,WEEKEND,3,01/04/17,2017,21/09/17
4207,2360,WSA,EFSA0090991,MIIS,,02/02/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,02/04/17,2017,21/09/17
4208,7266,WSA,EFSA0091851,BIRT,,19/02/17,2017,30.0,22/01/17,Sunday,WEEKEND,3,02/04/17,2017,21/09/17
4209,6686,WSA,EFSA0091696,FLXI,7.0,16/02/17,2017,84.97,22/01/17,Sunday,WEEKEND,3,03/04/17,2017,21/09/17
4210,8864,WSA,EFSA0091417,BIRT,,10/02/17,2017,2.8,22/01/17,Sunday,WEEKEND,3,04/04/17,2017,21/09/17
4211,8686,WSA,EFSA0092100,FLXI,7.0,23/02/17,2017,467.0,22/01/17,Sunday,WEEKEND,3,04/04/17,2017,21/09/17
4212,7420,WSA,EFSA0091857,FLXI,3.0,19/02/17,2017,18.2,22/01/17,Sunday,WEEKEND,3,06/04/17,2017,21/09/17
4213,1763,WSA,EFSA0090242,FLXI,5.0,19/01/17,2017,160.0,31/12/16,Saturday,WEEKEND,3,04/03/17,2017,21/09/17
4214,6331,WSA,EFSA0091367,BIRT,,09/02/17,2017,20.0,22/01/17,Sunday,WEEKEND,3,08/04/17,2017,21/09/17
4215,2751,WSA,EFSA0091480,FLXI,7.0,12/02/17,2017,98.0,22/01/17,Sunday,WEEKEND,3,10/04/17,2017,21/09/17
4216,8981,WSA,EFSA0091796,MIIS,,18/02/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,10/04/17,2017,21/09/17
4217,9210,WSA,EFSA0089717,FLXI,5.0,09/01/17,2017,500.0,31/12/16,Saturday,WEEKEND,3,05/03/17,2017,21/09/17
4218,7189,WSA,EFSA0090719,FLXI,1.0,27/01/17,2017,10.9,31/12/16,Saturday,WEEKEND,3,05/03/17,2017,21/09/17
4219,9613,WSA,EFSA0091977,BIRT,,21/02/17,2017,30.0,22/01/17,Sunday,WEEKEND,3,11/04/17,2017,21/09/17
4220,9290,WSA,EFSA0091559,FLXI,1.0,14/02/17,2017,500.0,22/01/17,Sunday,WEEKEND,3,13/04/17,2017,21/09/17
4221,1713,WSA,EFSA0091961,MIIS,,21/02/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,20/04/17,2017,21/09/17
4222,3122,WSA,EFSA0091960,MIIS,,21/02/17,2017,100.0,22/01/17,Sunday,WEEKEND,3,22/04/17,2017,21/09/17
4223,4211,WSA,EFSA0092038,BIRT,,22/02/17,2017,30.0,22/01/17,Sunday,WEEKEND,3,23/04/17,2017,21/09/17
4224,1540,WSA,EFSA0092151,FLXI,1.0,24/02/17,2017,484.0,22/01/17,Sunday,WEEKEND,3,25/04/17,2017,21/09/17
4225,9917,WSA,EFSA0092257,FLXI,5.0,26/02/17,2017,451.0,22/01/17,Sunday,WEEKEND,3,26/04/17,2017,21/09/17
4226,1555,WSA,EFSA0090731,MIIS,,27/01/17,2017,103.0,23/01/17,Monday,WEEKDAY,3,18/02/17,2017,21/09/17
4227,11003,WSA,EFSA0090781,BIRT,,28/01/17,2017,39.0,23/01/17,Monday,WEEKDAY,3,21/02/17,2017,21/09/17
4228,2590,WSA,EFSA0090607,MIIS,,25/01/17,2017,5.64,23/01/17,Monday,WEEKDAY,3,26/02/17,2017,21/09/17
4229,6034,WSA,EFSA0090545,BIRT,,24/01/17,2017,30.0,23/01/17,Monday,WEEKDAY,3,08/03/17,2017,21/09/17
4230,3548,WSA,EFSA0090862,FLXI,3.0,30/01/17,2017,50.55,23/01/17,Monday,WEEKDAY,3,08/03/17,2017,21/09/17
4231,2924,WSA,EFSA0091034,FLXI,2.0,03/02/17,2017,357.0,23/01/17,Monday,WEEKDAY,3,08/03/17,2017,21/09/17
4232,5513,WSA,EFSA0091082,FLXI,4.0,04/02/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,08/03/17,2017,21/09/17
4233,9525,WSA,EFSA0091174,BIRT,,05/02/17,2017,5.1,23/01/17,Monday,WEEKDAY,3,09/03/17,2017,21/09/17
4234,1457,WSA,EFSA0090704,FLXI,3.0,27/01/17,2017,98.4,23/01/17,Monday,WEEKDAY,3,10/03/17,2017,21/09/17
4235,9030,WSA,EFSA0090629,FLXI,7.0,26/01/17,2017,139.0,23/01/17,Monday,WEEKDAY,3,12/03/17,2017,21/09/17
4236,8577,WSA,EFSA0091613,BIRT,,14/02/17,2017,36.0,23/01/17,Monday,WEEKDAY,3,12/03/17,2017,21/09/17
4237,10724,WSA,EFSA0090605,BIRT,,25/01/17,2017,8.0,23/01/17,Monday,WEEKDAY,3,13/03/17,2017,21/09/17
4238,3062,WSA,EFSA0091934,FLXI,1.0,20/02/17,2017,468.0,23/01/17,Monday,WEEKDAY,3,13/03/17,2017,21/09/17
4239,5045,WSA,EFSA0091053,FLXI,3.0,03/02/17,2017,76.9,23/01/17,Monday,WEEKDAY,3,14/03/17,2017,21/09/17
4240,4524,WSA,EFSA0091874,BIRT,,19/02/17,2017,32.0,23/01/17,Monday,WEEKDAY,3,16/03/17,2017,21/09/17
4241,6608,WSA,EFSA0091536,FLXI,5.0,13/02/17,2017,78.45,23/01/17,Monday,WEEKDAY,3,17/03/17,2017,21/09/17
4242,1443,WSA,EFSA0090509,FLXI,3.0,24/01/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,20/03/17,2017,21/09/17
4243,5442,WSA,EFSA0092104,FLXI,4.0,23/02/17,2017,494.0,23/01/17,Monday,WEEKDAY,3,20/03/17,2017,21/09/17
4244,7984,WSA,EFSA0091251,MIIS,,07/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,22/03/17,2017,21/09/17
4245,5310,WSA,EFSA0091299,FLXI,5.0,08/02/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,22/03/17,2017,21/09/17
4246,6926,WSA,EFSA0091798,FLXI,7.0,18/02/17,2017,71.4,23/01/17,Monday,WEEKDAY,3,22/03/17,2017,21/09/17
4247,9740,WSA,EFSA0091898,MIIS,,20/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,22/03/17,2017,21/09/17
4248,2846,WSA,EFSA0090840,FLXI,5.0,30/01/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,23/03/17,2017,21/09/17
4249,9830,WSA,EFSA0091244,FLXI,7.0,07/02/17,2017,182.0,23/01/17,Monday,WEEKDAY,3,23/03/17,2017,21/09/17
4250,5844,WSA,EFSA0092302,MIIS,,27/02/17,2017,105.0,23/01/17,Monday,WEEKDAY,3,23/03/17,2017,21/09/17
4251,7977,WSA,EFSA0092022,MIIS,,22/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,24/03/17,2017,21/09/17
4252,4298,WSA,EFSA0092300,MIIS,,27/02/17,2017,92.0,23/01/17,Monday,WEEKDAY,3,24/03/17,2017,21/09/17
4253,7225,WSA,EFSA0090658,BIRT,,26/01/17,2017,28.4,23/01/17,Monday,WEEKDAY,3,25/03/17,2017,21/09/17
4254,3285,WSA,EFSA0091096,FLXI,7.0,04/02/17,2017,113.88,23/01/17,Monday,WEEKDAY,3,25/03/17,2017,21/09/17
4255,10061,WSA,EFSA0091647,MIIS,,15/02/17,2017,66.0,23/01/17,Monday,WEEKDAY,3,26/03/17,2017,21/09/17
4256,5105,WSA,EFSA0090712,BIRT,,27/01/17,2017,30.0,23/01/17,Monday,WEEKDAY,3,27/03/17,2017,21/09/17
4257,7907,WSA,EFSA0090238,FLXI,7.0,19/01/17,2017,400.0,31/12/16,Saturday,WEEKEND,3,06/03/17,2017,21/09/17
4258,5499,WSA,EFSA0091743,MIIS,,17/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,27/03/17,2017,21/09/17
4259,10624,WSA,EFSA0092062,FLXI,4.0,23/02/17,2017,242.0,23/01/17,Monday,WEEKDAY,3,27/03/17,2017,21/09/17
4260,2835,WSA,EFSA0090907,MIIS,,31/01/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,28/03/17,2017,21/09/17
4261,2107,WSA,EFSA0091816,FLXI,2.0,19/02/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,28/03/17,2017,21/09/17
4262,7239,WSA,EFSA0089795,MIIS,,10/01/17,2017,21.64,31/12/16,Saturday,WEEKEND,3,07/03/17,2017,21/09/17
4263,9922,WSA,EFSA0090243,FLXI,3.0,19/01/17,2017,155.0,31/12/16,Saturday,WEEKEND,3,07/03/17,2017,21/09/17
4264,5026,WSA,EFSA0090801,MIIS,,29/01/17,2017,100.0,31/12/16,Saturday,WEEKEND,3,08/03/17,2017,21/09/17
4265,9691,WSA,EFSA0091752,BIRT,,17/02/17,2017,30.0,23/01/17,Monday,WEEKDAY,3,29/03/17,2017,21/09/17
4266,10643,WSA,EFSA0091889,FLXI,7.0,20/02/17,2017,222.0,23/01/17,Monday,WEEKDAY,3,29/03/17,2017,21/09/17
4267,7434,WSA,EFSA0092029,MIIS,,22/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,29/03/17,2017,21/09/17
4268,9615,WSA,EFSA0091817,FLXI,4.0,19/02/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,30/03/17,2017,21/09/17
4269,9541,WSA,EFSA0091579,FLXI,4.0,14/02/17,2017,85.61,23/01/17,Monday,WEEKDAY,3,31/03/17,2017,21/09/17
4270,2135,WSA,EFSA0091751,FLXI,3.0,17/02/17,2017,49.5,23/01/17,Monday,WEEKDAY,3,31/03/17,2017,21/09/17
4271,5306,WSA,EFSA0089841,FLXI,7.0,11/01/17,2017,95.0,31/12/16,Saturday,WEEKEND,3,11/03/17,2017,21/09/17
4272,1939,WSA,EFSA0091148,FLXI,7.0,05/02/17,2017,350.0,23/01/17,Monday,WEEKDAY,3,02/04/17,2017,21/09/17
4273,7051,WSA,EFSA0091634,MIIS,,15/02/17,2017,100.0,23/01/17,Monday,WEEKDAY,3,03/04/17,2017,21/09/17
4274,5030,WSA,EFSA0091970,FLXI,5.0,21/02/17,2017,80.0,23/01/17,Monday,WEEKDAY,3,05/04/17,2017,21/09/17
4275,2429,WSA,EFSA0091537,FLXI,3.0,13/02/17,2017,63.9,23/01/17,Monday,WEEKDAY,3,06/04/17,2017,21/09/17
4276,4968,WSA,EFSA0091434,FLXI,5.0,11/02/17,2017,154.89,23/01/17,Monday,WEEKDAY,3,08/04/17,2017,21/09/17
4277,7093,WSA,EFSA0091881,FLXI,3.0,20/02/17,2017,490.0,23/01/17,Monday,WEEKDAY,3,08/04/17,2017,21/09/17
4278,9522,WSA,EFSA0091830,FLXI,7.0,19/02/17,2017,129.34,23/01/17,Monday,WEEKDAY,3,10/04/17,2017,21/09/17
4279,5487,WSA,EFSA0091627,FLXI,1.0,15/02/17,2017,189.0,23/01/17,Monday,WEEKDAY,3,11/04/17,2017,21/09/17
4280,6217,WSA,EFSA0091758,FLXI,7.0,17/02/17,2017,29.9,23/01/17,Monday,WEEKDAY,3,11/04/17,2017,21/09/17
4281,9159,WSA,EFSA0091885,FLXI,2.0,20/02/17,2017,350.0,23/01/17,Monday,WEEKDAY,3,12/04/17,2017,21/09/17
4282,8831,WSA,EFSA0092153,FLXI,4.0,24/02/17,2017,463.0,23/01/17,Monday,WEEKDAY,3,12/04/17,2017,21/09/17
4283,7975,WSA,EFSA0091564,FLXI,7.0,14/02/17,2017,102.0,23/01/17,Monday,WEEKDAY,3,13/04/17,2017,21/09/17
4284,9945,WSA,EFSA0091563,FLXI,3.0,14/02/17,2017,256.8,23/01/17,Monday,WEEKDAY,3,15/04/17,2017,21/09/17
4285,1648,WSA,EFSA0091944,FLXI,5.0,21/02/17,2017,500.0,23/01/17,Monday,WEEKDAY,3,17/04/17,2017,21/09/17
4286,9406,WSA,EFSA0092092,FLXI,7.0,23/02/17,2017,14.0,23/01/17,Monday,WEEKDAY,3,17/04/17,2017,21/09/17
4287,10483,WSA,EFSA0091923,BIRT,,20/02/17,2017,9.0,23/01/17,Monday,WEEKDAY,3,19/04/17,2017,21/09/17
4288,5706,WSA,EFSA0091825,FLXI,1.0,19/02/17,2017,428.0,23/01/17,Monday,WEEKDAY,3,20/04/17,2017,21/09/17
4289,2189,WSA,EFSA0092491,FLXI,6.0,03/03/17,2017,499.0,23/01/17,Monday,WEEKDAY,3,22/04/17,2017,21/09/17
4290,7170,WSA,EFSA0092201,FLXI,8.0,25/02/17,2017,498.0,23/01/17,Monday,WEEKDAY,3,23/04/17,2017,21/09/17
4291,5874,WSA,EFSA0090616,BIRT,,25/01/17,2017,37.0,24/01/17,Tuesday,WEEKDAY,3,18/02/17,2017,21/09/17
4292,11706,WSA,EFSA0090675,BIRT,,26/01/17,2017,35.0,24/01/17,Tuesday,WEEKDAY,3,21/02/17,2017,21/09/17
4293,6246,WSA,EFSA0090970,BIRT,,01/02/17,2017,38.0,24/01/17,Tuesday,WEEKDAY,3,22/02/17,2017,21/09/17
4294,1751,WSA,EFSA0090598,BIRT,,25/01/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,28/02/17,2017,21/09/17
4295,7630,WSA,EFSA0090687,FLXI,3.0,27/01/17,2017,159.8,24/01/17,Tuesday,WEEKDAY,3,01/03/17,2017,21/09/17
4296,9271,WSA,EFSA0091138,MIIS,,04/02/17,2017,96.0,24/01/17,Tuesday,WEEKDAY,3,01/03/17,2017,21/09/17
4297,5051,WSA,EFSA0090823,BIRT,,29/01/17,2017,3.6,24/01/17,Tuesday,WEEKDAY,3,06/03/17,2017,21/09/17
4298,8016,WSA,EFSA0090889,FLXI,5.0,31/01/17,2017,500.0,24/01/17,Tuesday,WEEKDAY,3,07/03/17,2017,21/09/17
4299,6871,WSA,EFSA0091050,MIIS,,03/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,08/03/17,2017,21/09/17
4300,3310,WSA,EFSA0090983,FLXI,5.0,02/02/17,2017,221.0,24/01/17,Tuesday,WEEKDAY,3,09/03/17,2017,21/09/17
4301,8859,WSA,EFSA0091267,FLXI,7.0,07/02/17,2017,29.66,24/01/17,Tuesday,WEEKDAY,3,09/03/17,2017,21/09/17
4302,5916,WSA,EFSA0090709,FLXI,1.0,27/01/17,2017,55.9,24/01/17,Tuesday,WEEKDAY,3,11/03/17,2017,21/09/17
4303,2946,WSA,EFSA0091033,FLXI,5.0,03/02/17,2017,500.0,24/01/17,Tuesday,WEEKDAY,3,11/03/17,2017,21/09/17
4304,7494,WSA,EFSA0090601,BIRT,,25/01/17,2017,30.0,31/12/16,Saturday,WEEKEND,3,11/03/17,2017,21/09/17
4305,4391,WSA,EFSA0090975,FLXI,5.0,02/02/17,2017,500.0,24/01/17,Tuesday,WEEKDAY,3,14/03/17,2017,21/09/17
4306,3981,WSA,EFSA0090630,FLXI,2.0,26/01/17,2017,100.0,31/12/16,Saturday,WEEKEND,3,12/03/17,2017,21/09/17
4307,9038,WSA,EFSA0091996,FLXI,4.0,21/02/17,2017,458.0,24/01/17,Tuesday,WEEKDAY,3,14/03/17,2017,21/09/17
4308,11542,WSA,EFSA0090965,BIRT,,01/02/17,2017,0.5,24/01/17,Tuesday,WEEKDAY,3,17/03/17,2017,21/09/17
4309,8439,WSA,EFSA0091131,FLXI,8.0,04/02/17,2017,455.0,31/12/16,Saturday,WEEKEND,3,12/03/17,2017,21/09/17
4310,11137,WSA,EFSA0091522,FLXI,4.0,13/02/17,2017,215.53,24/01/17,Tuesday,WEEKDAY,3,17/03/17,2017,21/09/17
4311,10541,WSA,EFSA0091105,MIIS,,04/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,18/03/17,2017,21/09/17
4312,9619,WSA,EFSA0091542,BIRT,,13/02/17,2017,29.6,24/01/17,Tuesday,WEEKDAY,3,18/03/17,2017,21/09/17
4313,3838,WSA,EFSA0091676,FLXI,7.0,16/02/17,2017,199.0,24/01/17,Tuesday,WEEKDAY,3,18/03/17,2017,21/09/17
4314,1497,WSA,EFSA0090919,BIRT,,31/01/17,2017,29.5,24/01/17,Tuesday,WEEKDAY,3,19/03/17,2017,21/09/17
4315,10909,WSA,EFSA0091307,FLXI,3.0,08/02/17,2017,121.2,24/01/17,Tuesday,WEEKDAY,3,19/03/17,2017,21/09/17
4316,9438,WSA,EFSA0091353,MIIS,,09/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,19/03/17,2017,21/09/17
4317,7926,WSA,EFSA0091539,BIRT,,13/02/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,19/03/17,2017,21/09/17
4318,9452,WSA,EFSA0091992,FLXI,5.0,21/02/17,2017,472.0,24/01/17,Tuesday,WEEKDAY,3,20/03/17,2017,21/09/17
4319,9386,WSA,EFSA0091794,MIIS,,18/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,21/03/17,2017,21/09/17
4320,9880,WSA,EFSA0092155,FLXI,2.0,24/02/17,2017,463.0,24/01/17,Tuesday,WEEKDAY,3,23/03/17,2017,21/09/17
4321,7998,WSA,EFSA0091349,FLXI,5.0,09/02/17,2017,264.6,24/01/17,Tuesday,WEEKDAY,3,24/03/17,2017,21/09/17
4322,9572,WSA,EFSA0090771,BIRT,,28/01/17,2017,8.0,24/01/17,Tuesday,WEEKDAY,3,25/03/17,2017,21/09/17
4323,9542,WSA,EFSA0091200,MIIS,,06/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,27/03/17,2017,21/09/17
4324,7444,WSA,EFSA0090692,MIIS,,27/01/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,28/03/17,2017,21/09/17
4325,7425,WSA,EFSA0092301,MIIS,,27/02/17,2017,92.0,24/01/17,Tuesday,WEEKDAY,3,28/03/17,2017,21/09/17
4326,3096,WSA,EFSA0090982,FLXI,5.0,02/02/17,2017,363.0,24/01/17,Tuesday,WEEKDAY,3,29/03/17,2017,21/09/17
4327,6729,WSA,EFSA0091525,FLXI,5.0,13/02/17,2017,169.39,24/01/17,Tuesday,WEEKDAY,3,29/03/17,2017,21/09/17
4328,9082,WSA,EFSA0091568,MIIS,,14/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,29/03/17,2017,21/09/17
4329,7395,WSA,EFSA0091828,FLXI,3.0,19/02/17,2017,256.8,24/01/17,Tuesday,WEEKDAY,3,29/03/17,2017,21/09/17
4330,1439,WSA,EFSA0092345,FLXI,8.0,28/02/17,2017,472.0,24/01/17,Tuesday,WEEKDAY,3,29/03/17,2017,21/09/17
4331,6226,WSA,EFSA0091169,BIRT,,05/02/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,31/03/17,2017,21/09/17
4332,4710,WSA,EFSA0091980,FLXI,6.0,21/02/17,2017,26.4,24/01/17,Tuesday,WEEKDAY,3,03/04/17,2017,21/09/17
4333,1657,WSA,EFSA0091400,MIIS,,10/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,04/04/17,2017,21/09/17
4334,2601,WSA,EFSA0091630,FLXI,6.0,15/02/17,2017,120.59,24/01/17,Tuesday,WEEKDAY,3,04/04/17,2017,21/09/17
4335,10986,WSA,EFSA0091799,FLXI,7.0,18/02/17,2017,62.55,24/01/17,Tuesday,WEEKDAY,3,05/04/17,2017,21/09/17
4336,8850,WSA,EFSA0091495,BIRT,,12/02/17,2017,9.0,24/01/17,Tuesday,WEEKDAY,3,07/04/17,2017,21/09/17
4337,5545,WSA,EFSA0091614,FLXI,1.0,15/02/17,2017,500.0,24/01/17,Tuesday,WEEKDAY,3,08/04/17,2017,21/09/17
4338,1869,WSA,EFSA0091912,BIRT,,20/02/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,08/04/17,2017,21/09/17
4339,5849,WSA,EFSA0092342,FLXI,4.0,28/02/17,2017,454.0,24/01/17,Tuesday,WEEKDAY,3,08/04/17,2017,21/09/17
4340,6005,WSA,EFSA0091331,BIRT,,08/02/17,2017,3.6,24/01/17,Tuesday,WEEKDAY,3,09/04/17,2017,21/09/17
4341,8401,WSA,EFSA0091836,FLXI,2.0,19/02/17,2017,100.0,24/01/17,Tuesday,WEEKDAY,3,09/04/17,2017,21/09/17
4342,9969,WSA,EFSA0091915,BIRT,,20/02/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,11/04/17,2017,21/09/17
4343,8861,WSA,EFSA0092088,BIRT,,23/02/17,2017,30.0,24/01/17,Tuesday,WEEKDAY,3,14/04/17,2017,21/09/17
4344,6415,WSA,EFSA0091926,BIRT,,20/02/17,2017,4.0,24/01/17,Tuesday,WEEKDAY,3,15/04/17,2017,21/09/17
4345,5651,WSA,EFSA0092589,FLXI,1.0,05/03/17,2017,463.0,24/01/17,Tuesday,WEEKDAY,3,29/04/17,2017,21/09/17
4346,1816,WSA,EFSA0090733,MIIS,,27/01/17,2017,95.0,25/01/17,Wednesday,WEEKDAY,3,17/02/17,2017,21/09/17
4347,7427,WSA,EFSA0090621,FLXI,7.0,26/01/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,28/02/17,2017,21/09/17
4348,7762,WSA,EFSA0090659,FLXI,1.0,26/01/17,2017,26.82,25/01/17,Wednesday,WEEKDAY,3,28/02/17,2017,21/09/17
4349,7517,WSA,EFSA0090772,BIRT,,28/01/17,2017,5.0,25/01/17,Wednesday,WEEKDAY,3,01/03/17,2017,21/09/17
4350,6101,WSA,EFSA0090620,FLXI,4.0,26/01/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,05/03/17,2017,21/09/17
4351,10106,WSA,EFSA0090846,FLXI,4.0,30/01/17,2017,436.0,25/01/17,Wednesday,WEEKDAY,3,07/03/17,2017,21/09/17
4352,1635,WSA,EFSA0090660,FLXI,7.0,26/01/17,2017,23.0,25/01/17,Wednesday,WEEKDAY,3,08/03/17,2017,21/09/17
4353,7382,WSA,EFSA0090742,FLXI,3.0,28/01/17,2017,300.0,25/01/17,Wednesday,WEEKDAY,3,09/03/17,2017,21/09/17
4354,10107,WSA,EFSA0091109,MIIS,,04/02/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,09/03/17,2017,21/09/17
4355,9440,WSA,EFSA0091172,BIRT,,05/02/17,2017,30.0,25/01/17,Wednesday,WEEKDAY,3,10/03/17,2017,21/09/17
4356,8112,WSA,EFSA0090816,BIRT,,29/01/17,2017,30.0,25/01/17,Wednesday,WEEKDAY,3,11/03/17,2017,21/09/17
4357,7434,WSA,EFSA0091154,MIIS,,05/02/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,11/03/17,2017,21/09/17
4358,7478,WSA,EFSA0090784,FLXI,4.0,29/01/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,12/03/17,2017,21/09/17
4359,7919,WSA,EFSA0091386,FLXI,4.0,10/02/17,2017,414.4,25/01/17,Wednesday,WEEKDAY,3,12/03/17,2017,21/09/17
4360,1635,WSA,EFSA0091447,FLXI,4.0,11/02/17,2017,45.8,25/01/17,Wednesday,WEEKDAY,3,13/03/17,2017,21/09/17
4361,5524,WSA,EFSA0091078,FLXI,1.0,04/02/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,14/03/17,2017,21/09/17
4362,5360,WSA,EFSA0091197,FLXI,2.0,06/02/17,2017,140.85,25/01/17,Wednesday,WEEKDAY,3,14/03/17,2017,21/09/17
4363,2277,WSA,EFSA0090899,FLXI,5.0,31/01/17,2017,107.88,25/01/17,Wednesday,WEEKDAY,3,15/03/17,2017,21/09/17
4364,7496,WSA,EFSA0091268,BIRT,,07/02/17,2017,29.2,25/01/17,Wednesday,WEEKDAY,3,17/03/17,2017,21/09/17
4365,6152,WSA,EFSA0092106,MIIS,,23/02/17,2017,97.0,25/01/17,Wednesday,WEEKDAY,3,17/03/17,2017,21/09/17
4366,5067,WSA,EFSA0091815,BIRT,,18/02/17,2017,34.0,25/01/17,Wednesday,WEEKDAY,3,18/03/17,2017,21/09/17
4367,10207,WSA,EFSA0090691,MIIS,,27/01/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,20/03/17,2017,21/09/17
4368,9843,WSA,EFSA0091639,MIIS,,15/02/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,22/03/17,2017,21/09/17
4369,9181,WSA,EFSA0092299,MIIS,,27/02/17,2017,104.0,25/01/17,Wednesday,WEEKDAY,3,23/03/17,2017,21/09/17
4370,2685,WSA,EFSA0092051,FLXI,5.0,22/02/17,2017,456.0,25/01/17,Wednesday,WEEKDAY,3,24/03/17,2017,21/09/17
4371,3228,WSA,EFSA0090839,FLXI,4.0,30/01/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,26/03/17,2017,21/09/17
4372,4803,WSA,EFSA0091189,FLXI,5.0,06/02/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,26/03/17,2017,21/09/17
4373,11268,WSA,EFSA0091264,BIRT,,07/02/17,2017,30.0,25/01/17,Wednesday,WEEKDAY,3,28/03/17,2017,21/09/17
4374,7796,WSA,EFSA0091578,MIIS,,14/02/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,29/03/17,2017,21/09/17
4375,5679,WSA,EFSA0090891,FLXI,7.0,31/01/17,2017,338.0,25/01/17,Wednesday,WEEKDAY,3,31/03/17,2017,21/09/17
4376,5051,WSA,EFSA0090964,FLXI,7.0,01/02/17,2017,1.75,25/01/17,Wednesday,WEEKDAY,3,31/03/17,2017,21/09/17
4377,9251,WSA,EFSA0091461,FLXI,4.0,12/02/17,2017,500.0,25/01/17,Wednesday,WEEKDAY,3,31/03/17,2017,21/09/17
4378,11513,WSA,EFSA0091412,BIRT,,10/02/17,2017,30.0,25/01/17,Wednesday,WEEKDAY,3,01/04/17,2017,21/09/17
4379,7889,WSA,EFSA0091855,FLXI,5.0,19/02/17,2017,27.54,25/01/17,Wednesday,WEEKDAY,3,01/04/17,2017,21/09/17
4380,3017,WSA,EFSA0091496,BIRT,,12/02/17,2017,8.0,25/01/17,Wednesday,WEEKDAY,3,03/04/17,2017,21/09/17
4381,8078,WSA,EFSA0091738,FLXI,2.0,17/02/17,2017,187.25,25/01/17,Wednesday,WEEKDAY,3,03/04/17,2017,21/09/17
4382,4386,WSA,EFSA0091546,BIRT,,13/02/17,2017,3.2,25/01/17,Wednesday,WEEKDAY,3,04/04/17,2017,21/09/17
4383,9843,WSA,EFSA0091577,MIIS,,14/02/17,2017,100.0,25/01/17,Wednesday,WEEKDAY,3,06/04/17,2017,21/09/17
4384,9436,WSA,EFSA0091444,FLXI,2.0,11/02/17,2017,82.0,25/01/17,Wednesday,WEEKDAY,3,07/04/17,2017,21/09/17
