Index,EMP_ID,CLM_SYS,CLM_REF,WSA_TYP,FLEXBEN_TYPE,CLM_DT,CLM_YR,CLM_AMT,RCPT_DT,RCPT_DAY,DAY_TAG,CLM.STAT,REIMB_DT,REIMB_YR,EA_DT,RISK
10546,7021,WSA,EFSA0097288,FLXI,7.0,8/6/17,2017,29.43,29/5/17,Monday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10547,1676,WSA,EFSA0097456,MIIS,,12/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10548,9612,WSA,EFSA0098116,BIRT,,24/6/17,2017,34.0,29/5/17,Monday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10549,5808,WSA,EFSA0098309,MIIS,,28/6/17,2017,94.0,29/5/17,Monday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10550,10368,WSA,EFSA0096806,FLXI,6.0,30/5/17,2017,350.0,29/5/17,Monday,WEEKDAY,3,22/7/17,2017,21/9/17,0
10551,4919,WSA,EFSA0097973,MIIS,,22/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,22/7/17,2017,21/9/17,0
10552,8853,WSA,EFSA0096945,BIRT,,1/6/17,2017,30.0,29/5/17,Monday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10553,1985,WSA,EFSA0098405,FLXI,8.0,30/6/17,2017,496.0,29/5/17,Monday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10554,7752,WSA,EFSA0097322,MIIS,,9/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,28/7/17,2017,21/9/17,0
10555,4580,WSA,EFSA0097413,MIIS,,11/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,30/7/17,2017,21/9/17,0
10556,8603,WSA,EFSA0096917,FLXI,7.0,1/6/17,2017,104.22,29/5/17,Monday,WEEKDAY,3,31/7/17,2017,21/9/17,0
10557,10780,WSA,EFSA0097570,BIRT,,14/6/17,2017,27.5,29/5/17,Monday,WEEKDAY,3,31/7/17,2017,21/9/17,0
10558,1495,WSA,EFSA0097839,BIRT,,19/6/17,2017,30.0,29/5/17,Monday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10559,10468,WSA,EFSA0097243,BIRT,,7/6/17,2017,21.6,29/5/17,Monday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10560,10581,WSA,EFSA0097076,FLXI,1.0,4/6/17,2017,290.0,29/5/17,Monday,WEEKDAY,3,3/8/17,2017,21/9/17,0
10561,1932,WSA,EFSA0098216,FLXI,5.0,27/6/17,2017,500.0,29/5/17,Monday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10562,6958,WSA,EFSA0097597,FLXI,7.0,15/6/17,2017,140.0,29/5/17,Monday,WEEKDAY,3,5/8/17,2017,21/9/17,0
10563,1603,WSA,EFSA0097640,FLXI,5.0,16/6/17,2017,500.0,29/5/17,Monday,WEEKDAY,3,5/8/17,2017,21/9/17,0
10564,9651,WSA,EFSA0098180,MIIS,,26/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,6/8/17,2017,21/9/17,1
10565,10841,WSA,EFSA0097276,MIIS,,8/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,7/8/17,2017,21/9/17,0
10566,10112,WSA,EFSA0097564,FLXI,5.0,14/6/17,2017,77.0,29/5/17,Monday,WEEKDAY,3,9/8/17,2017,21/9/17,0
10567,10774,WSA,EFSA0097464,FLXI,3.0,12/6/17,2017,64.46,29/5/17,Monday,WEEKDAY,3,10/8/17,2017,21/9/17,0
10568,9474,WSA,EFSA0097678,BIRT,,16/6/17,2017,7.2,29/5/17,Monday,WEEKDAY,3,12/8/17,2017,21/9/17,0
10569,2072,WSA,EFSA0097753,FLXI,5.0,18/6/17,2017,500.0,29/5/17,Monday,WEEKDAY,3,12/8/17,2017,21/9/17,1
10570,10423,WSA,EFSA0098288,MIIS,,28/6/17,2017,100.0,29/5/17,Monday,WEEKDAY,3,14/8/17,2017,21/9/17,1
10571,7310,WSA,EFSA0098301,BIRT,,28/6/17,2017,22.0,29/5/17,Monday,WEEKDAY,3,18/8/17,2017,21/9/17,0
10572,10805,WSA,EFSA0098080,FLXI,1.0,24/6/17,2017,65.0,29/5/17,Monday,WEEKDAY,3,19/8/17,2017,21/9/17,0
10573,9137,WSA,EFSA0098239,BIRT,,27/6/17,2017,30.0,29/5/17,Monday,WEEKDAY,3,23/8/17,2017,21/9/17,0
10574,10776,WSA,EFSA0098291,FLXI,3.0,28/6/17,2017,88.0,29/5/17,Monday,WEEKDAY,3,23/8/17,2017,21/9/17,1
10575,8146,WSA,EFSA0098697,FLXI,8.0,6/7/17,2017,468.0,29/5/17,Monday,WEEKDAY,3,2/9/17,2017,21/9/17,1
10576,4825,WSA,EFSA0097208,BIRT,,6/6/17,2017,39.0,30/5/17,Tuesday,WEEKDAY,3,27/6/17,2017,21/9/17,0
10577,5477,WSA,EFSA0096883,FLXI,4.0,31/5/17,2017,81.0,30/5/17,Tuesday,WEEKDAY,3,1/7/17,2017,21/9/17,0
10578,4046,WSA,EFSA0097397,BIRT,,10/6/17,2017,38.0,30/5/17,Tuesday,WEEKDAY,3,6/7/17,2017,21/9/17,0
10579,10108,WSA,EFSA0096962,FLXI,1.0,2/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,8/7/17,2017,21/9/17,0
10580,9697,WSA,EFSA0096964,FLXI,4.0,2/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,8/7/17,2017,21/9/17,0
10581,8081,WSA,EFSA0097014,FLXI,7.0,3/6/17,2017,109.75,30/5/17,Tuesday,WEEKDAY,3,9/7/17,2017,21/9/17,0
10582,7881,WSA,EFSA0097143,FLXI,7.0,5/6/17,2017,31.32,30/5/17,Tuesday,WEEKDAY,3,10/7/17,2017,21/9/17,0
10583,7459,WSA,EFSA0097349,FLXI,4.0,10/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,12/7/17,2017,21/9/17,0
10584,6513,WSA,EFSA0097224,FLXI,3.0,7/6/17,2017,106.6,30/5/17,Tuesday,WEEKDAY,3,15/7/17,2017,21/9/17,0
10585,2265,WSA,EFSA0097906,MIIS,,20/6/17,2017,90.0,30/5/17,Tuesday,WEEKDAY,3,16/7/17,2017,21/9/17,0
10586,7384,WSA,EFSA0096857,FLXI,4.0,31/5/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,17/7/17,2017,21/9/17,0
10587,5963,WSA,EFSA0097175,FLXI,7.0,6/6/17,2017,150.0,30/5/17,Tuesday,WEEKDAY,3,17/7/17,2017,21/9/17,0
10588,9985,WSA,EFSA0097482,BIRT,,12/6/17,2017,4.5,30/5/17,Tuesday,WEEKDAY,3,17/7/17,2017,21/9/17,0
10589,2254,WSA,EFSA0097336,BIRT,,9/6/17,2017,2.0,30/5/17,Tuesday,WEEKDAY,3,18/7/17,2017,21/9/17,0
10590,3398,WSA,EFSA0097498,FLXI,4.0,13/6/17,2017,286.4,30/5/17,Tuesday,WEEKDAY,3,19/7/17,2017,21/9/17,1
10591,7644,WSA,EFSA0097762,FLXI,3.0,18/6/17,2017,116.6,30/5/17,Tuesday,WEEKDAY,3,19/7/17,2017,21/9/17,0
10592,2501,WSA,EFSA0098249,FLXI,1.0,27/6/17,2017,496.0,30/5/17,Tuesday,WEEKDAY,3,19/7/17,2017,21/9/17,0
10593,10699,WSA,EFSA0096934,FLXI,3.0,1/6/17,2017,95.0,30/5/17,Tuesday,WEEKDAY,3,20/7/17,2017,21/9/17,0
10594,5567,WSA,EFSA0096969,FLXI,4.0,2/6/17,2017,187.5,30/5/17,Tuesday,WEEKDAY,3,20/7/17,2017,21/9/17,0
10595,10418,WSA,EFSA0097388,BIRT,,10/6/17,2017,4.5,30/5/17,Tuesday,WEEKDAY,3,20/7/17,2017,21/9/17,0
10596,4258,WSA,EFSA0097332,BIRT,,9/6/17,2017,30.0,30/5/17,Tuesday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10597,5710,WSA,EFSA0097453,FLXI,3.0,12/6/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,21/7/17,2017,21/9/17,1
10598,2352,WSA,EFSA0097244,BIRT,,7/6/17,2017,11.6,30/5/17,Tuesday,WEEKDAY,3,22/7/17,2017,21/9/17,0
10599,2076,WSA,EFSA0097079,FLXI,4.0,4/6/17,2017,181.38,30/5/17,Tuesday,WEEKDAY,3,23/7/17,2017,21/9/17,0
10600,11025,WSA,EFSA0097828,MIIS,,19/6/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,23/7/17,2017,21/9/17,0
10601,6451,WSA,EFSA0098250,FLXI,3.0,27/6/17,2017,462.0,30/5/17,Tuesday,WEEKDAY,3,23/7/17,2017,21/9/17,0
10602,2072,WSA,EFSA0096878,MIIS,,31/5/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10603,7912,WSA,EFSA0098357,MIIS,,29/6/17,2017,95.0,30/5/17,Tuesday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10604,10393,WSA,EFSA0098509,MIIS,,2/7/17,2017,90.0,30/5/17,Tuesday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10605,9667,WSA,EFSA0097095,BIRT,,4/6/17,2017,30.0,30/5/17,Tuesday,WEEKDAY,3,26/7/17,2017,21/9/17,0
10606,7329,WSA,EFSA0098056,FLXI,2.0,24/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,26/7/17,2017,21/9/17,0
10607,6204,WSA,EFSA0098359,MIIS,,29/6/17,2017,98.0,30/5/17,Tuesday,WEEKDAY,3,26/7/17,2017,21/9/17,0
10608,1592,WSA,EFSA0097091,BIRT,,4/6/17,2017,30.0,30/5/17,Tuesday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10609,2422,WSA,EFSA0097330,MIIS,,9/6/17,2017,33.44,30/5/17,Tuesday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10610,6776,WSA,EFSA0097050,BIRT,,3/6/17,2017,4.0,30/5/17,Tuesday,WEEKDAY,3,28/7/17,2017,21/9/17,0
10611,5713,WSA,EFSA0098406,MIIS,,30/6/17,2017,97.0,30/5/17,Tuesday,WEEKDAY,3,28/7/17,2017,21/9/17,0
10612,3310,WSA,EFSA0096864,FLXI,5.0,31/5/17,2017,221.0,30/5/17,Tuesday,WEEKDAY,3,30/7/17,2017,21/9/17,0
10613,10364,WSA,EFSA0097729,BIRT,,17/6/17,2017,3.5,30/5/17,Tuesday,WEEKDAY,3,31/7/17,2017,21/9/17,1
10614,2644,WSA,EFSA0098364,FLXI,4.0,30/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,31/7/17,2017,21/9/17,0
10615,11104,WSA,EFSA0098556,MIIS,,3/7/17,2017,103.0,30/5/17,Tuesday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10616,6016,WSA,EFSA0097565,MIIS,,14/6/17,2017,55.98,30/5/17,Tuesday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10617,6451,WSA,EFSA0097988,FLXI,4.0,22/6/17,2017,40.0,30/5/17,Tuesday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10618,8565,WSA,EFSA0097809,FLXI,5.0,19/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,3/8/17,2017,21/9/17,0
10619,7264,WSA,EFSA0098373,FLXI,7.0,30/6/17,2017,152.2,30/5/17,Tuesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10620,8616,WSA,EFSA0097653,FLXI,5.0,16/6/17,2017,140.0,30/5/17,Tuesday,WEEKDAY,3,5/8/17,2017,21/9/17,0
10621,6635,WSA,EFSA0097995,BIRT,,22/6/17,2017,30.0,30/5/17,Tuesday,WEEKDAY,3,5/8/17,2017,21/9/17,0
10622,5325,WSA,EFSA0097487,FLXI,2.0,13/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,8/8/17,2017,21/9/17,0
10623,2558,WSA,EFSA0097652,FLXI,3.0,16/6/17,2017,160.5,30/5/17,Tuesday,WEEKDAY,3,8/8/17,2017,21/9/17,1
10624,10744,WSA,EFSA0097676,FLXI,8.0,16/6/17,2017,11.0,30/5/17,Tuesday,WEEKDAY,3,8/8/17,2017,21/9/17,1
10625,9821,WSA,EFSA0097465,MIIS,,12/6/17,2017,59.34,30/5/17,Tuesday,WEEKDAY,3,9/8/17,2017,21/9/17,1
10626,7872,WSA,EFSA0098188,FLXI,7.0,26/6/17,2017,46.4,30/5/17,Tuesday,WEEKDAY,3,11/8/17,2017,21/9/17,1
10627,3629,WSA,EFSA0098133,FLXI,4.0,25/6/17,2017,144.69,30/5/17,Tuesday,WEEKDAY,3,15/8/17,2017,21/9/17,0
10628,11062,WSA,EFSA0098348,BIRT,,29/6/17,2017,4.5,30/5/17,Tuesday,WEEKDAY,3,18/8/17,2017,21/9/17,1
10629,9728,WSA,EFSA0098549,FLXI,4.0,3/7/17,2017,467.0,30/5/17,Tuesday,WEEKDAY,3,19/8/17,2017,21/9/17,1
10630,1735,WSA,EFSA0097981,MIIS,,22/6/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,20/8/17,2017,21/9/17,1
10631,1963,WSA,EFSA0098166,FLXI,5.0,26/6/17,2017,500.0,30/5/17,Tuesday,WEEKDAY,3,20/8/17,2017,21/9/17,1
10632,10221,WSA,EFSA0098030,MIIS,,23/6/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,21/8/17,2017,21/9/17,1
10633,9831,WSA,EFSA0098141,MIIS,,25/6/17,2017,100.0,30/5/17,Tuesday,WEEKDAY,3,21/8/17,2017,21/9/17,1
10634,11394,WSA,EFSA0098753,FLXI,2.0,7/7/17,2017,458.0,30/5/17,Tuesday,WEEKDAY,3,23/8/17,2017,21/9/17,1
10635,9995,WSA,EFSA0098601,FLXI,3.0,4/7/17,2017,497.0,30/5/17,Tuesday,WEEKDAY,3,27/8/17,2017,21/9/17,1
10636,3680,WSA,EFSA0096936,FLXI,3.0,1/6/17,2017,85.6,31/5/17,Wednesday,WEEKDAY,3,1/7/17,2017,21/9/17,0
10637,2412,WSA,EFSA0097305,MIIS,,8/6/17,2017,97.0,31/5/17,Wednesday,WEEKDAY,3,2/7/17,2017,21/9/17,0
10638,8508,WSA,EFSA0096910,FLXI,4.0,1/6/17,2017,499.0,31/5/17,Wednesday,WEEKDAY,3,4/7/17,2017,21/9/17,0
10639,7082,WSA,EFSA0097636,MIIS,,15/6/17,2017,90.0,31/5/17,Wednesday,WEEKDAY,3,7/7/17,2017,21/9/17,0
10640,5030,WSA,EFSA0096921,MIIS,,1/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,8/7/17,2017,21/9/17,0
10641,9737,WSA,EFSA0097270,FLXI,7.0,8/6/17,2017,150.0,31/5/17,Wednesday,WEEKDAY,3,12/7/17,2017,21/9/17,0
10642,7229,WSA,EFSA0096933,MIIS,,1/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,13/7/17,2017,21/9/17,0
10643,7256,WSA,EFSA0096977,FLXI,3.0,2/6/17,2017,85.6,31/5/17,Wednesday,WEEKDAY,3,17/7/17,2017,21/9/17,0
10644,2166,WSA,EFSA0097475,BIRT,,12/6/17,2017,30.0,31/5/17,Wednesday,WEEKDAY,3,21/7/17,2017,21/9/17,0
10645,8761,WSA,EFSA0097471,BIRT,,12/6/17,2017,30.0,31/5/17,Wednesday,WEEKDAY,3,23/7/17,2017,21/9/17,1
10646,6055,WSA,EFSA0097702,FLXI,7.0,17/6/17,2017,202.0,31/5/17,Wednesday,WEEKDAY,3,23/7/17,2017,21/9/17,0
10647,9836,WSA,EFSA0097955,FLXI,4.0,22/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10648,5826,WSA,EFSA0097964,FLXI,7.0,22/6/17,2017,211.0,31/5/17,Wednesday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10649,6318,WSA,EFSA0098460,MIIS,,1/7/17,2017,98.0,31/5/17,Wednesday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10650,8541,WSA,EFSA0097093,BIRT,,4/6/17,2017,30.0,31/5/17,Wednesday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10651,2588,WSA,EFSA0097290,BIRT,,8/6/17,2017,7.2,31/5/17,Wednesday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10652,9254,WSA,EFSA0097911,FLXI,5.0,21/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,26/7/17,2017,21/9/17,0
10653,7082,WSA,EFSA0098413,BIRT,,30/6/17,2017,31.0,31/5/17,Wednesday,WEEKDAY,3,26/7/17,2017,21/9/17,1
10654,6649,WSA,EFSA0098459,MIIS,,1/7/17,2017,99.0,31/5/17,Wednesday,WEEKDAY,3,26/7/17,2017,21/9/17,0
10655,9707,WSA,EFSA0097365,MIIS,,10/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10656,9504,WSA,EFSA0097874,FLXI,3.0,20/6/17,2017,245.02,31/5/17,Wednesday,WEEKDAY,3,28/7/17,2017,21/9/17,0
10657,7853,WSA,EFSA0097999,FLXI,7.0,22/6/17,2017,10.0,31/5/17,Wednesday,WEEKDAY,3,28/7/17,2017,21/9/17,0
10658,7650,WSA,EFSA0097087,MIIS,,4/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10659,7724,WSA,EFSA0097979,MIIS,,22/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10660,8846,WSA,EFSA0096914,FLXI,3.0,1/6/17,2017,190.0,31/5/17,Wednesday,WEEKDAY,3,31/7/17,2017,21/9/17,0
10661,9352,WSA,EFSA0097189,FLXI,3.0,6/6/17,2017,64.0,31/5/17,Wednesday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10662,5279,WSA,EFSA0097489,FLXI,3.0,13/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10663,8884,WSA,EFSA0098137,MIIS,,25/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10664,7513,WSA,EFSA0098232,MIIS,,27/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10665,4916,WSA,EFSA0098649,FLXI,7.0,5/7/17,2017,490.0,31/5/17,Wednesday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10666,5055,WSA,EFSA0098652,MIIS,,5/7/17,2017,95.0,31/5/17,Wednesday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10667,10217,WSA,EFSA0097711,MIIS,,17/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,3/8/17,2017,21/9/17,0
10668,2590,WSA,EFSA0098152,MIIS,,25/6/17,2017,13.48,31/5/17,Wednesday,WEEKDAY,3,3/8/17,2017,21/9/17,0
10669,10592,WSA,EFSA0097407,FLXI,4.0,11/6/17,2017,176.0,31/5/17,Wednesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10670,3598,WSA,EFSA0097675,FLXI,3.0,16/6/17,2017,19.8,31/5/17,Wednesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10671,5368,WSA,EFSA0097755,FLXI,5.0,18/6/17,2017,340.65,31/5/17,Wednesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10672,7707,WSA,EFSA0098153,FLXI,2.0,25/6/17,2017,11.4,31/5/17,Wednesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10673,6832,WSA,EFSA0098552,FLXI,8.0,3/7/17,2017,457.0,31/5/17,Wednesday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10674,2238,WSA,EFSA0097837,BIRT,,19/6/17,2017,30.0,31/5/17,Wednesday,WEEKDAY,3,5/8/17,2017,21/9/17,0
10675,1671,WSA,EFSA0098317,FLXI,4.0,29/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,6/8/17,2017,21/9/17,0
10676,5978,WSA,EFSA0097919,FLXI,3.0,21/6/17,2017,132.0,31/5/17,Wednesday,WEEKDAY,3,7/8/17,2017,21/9/17,0
10677,9299,WSA,EFSA0098062,FLXI,4.0,24/6/17,2017,300.0,31/5/17,Wednesday,WEEKDAY,3,8/8/17,2017,21/9/17,0
10678,10061,WSA,EFSA0097620,FLXI,1.0,15/6/17,2017,39.0,31/5/17,Wednesday,WEEKDAY,3,12/8/17,2017,21/9/17,0
10679,9298,WSA,EFSA0098696,FLXI,2.0,6/7/17,2017,465.0,31/5/17,Wednesday,WEEKDAY,3,12/8/17,2017,21/9/17,0
10680,10446,WSA,EFSA0097888,MIIS,,20/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,13/8/17,2017,21/9/17,0
10681,6317,WSA,EFSA0098128,FLXI,4.0,25/6/17,2017,298.0,31/5/17,Wednesday,WEEKDAY,3,13/8/17,2017,21/9/17,0
10682,6780,WSA,EFSA0098400,FLXI,2.0,30/6/17,2017,13.4,31/5/17,Wednesday,WEEKDAY,3,13/8/17,2017,21/9/17,0
10683,2692,WSA,EFSA0097752,FLXI,5.0,18/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,14/8/17,2017,21/9/17,1
10684,5811,WSA,EFSA0098034,MIIS,,23/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,14/8/17,2017,21/9/17,0
10685,2000,WSA,EFSA0097720,BIRT,,17/6/17,2017,30.0,31/5/17,Wednesday,WEEKDAY,3,16/8/17,2017,21/9/17,1
10686,8835,WSA,EFSA0097969,MIIS,,22/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,16/8/17,2017,21/9/17,1
10687,6930,WSA,EFSA0098126,FLXI,7.0,25/6/17,2017,500.0,31/5/17,Wednesday,WEEKDAY,3,18/8/17,2017,21/9/17,1
10688,5089,WSA,EFSA0098446,FLXI,3.0,1/7/17,2017,50.0,31/5/17,Wednesday,WEEKDAY,3,18/8/17,2017,21/9/17,1
10689,8861,WSA,EFSA0098231,MIIS,,27/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,19/8/17,2017,21/9/17,1
10690,9401,WSA,EFSA0098602,FLXI,7.0,4/7/17,2017,489.0,31/5/17,Wednesday,WEEKDAY,3,20/8/17,2017,21/9/17,1
10691,10536,WSA,EFSA0098289,MIIS,,28/6/17,2017,100.0,31/5/17,Wednesday,WEEKDAY,3,22/8/17,2017,21/9/17,1
10692,11103,WSA,EFSA0098219,FLXI,1.0,27/6/17,2017,320.0,31/5/17,Wednesday,WEEKDAY,3,25/8/17,2017,21/9/17,1
10693,6329,WSA,EFSA0097100,BIRT,,4/6/17,2017,3.6,1/6/17,Thursday,WEEKDAY,3,5/7/17,2017,21/9/17,0
10694,9331,WSA,EFSA0097265,FLXI,5.0,8/6/17,2017,500.0,1/6/17,Thursday,WEEKDAY,3,9/7/17,2017,21/9/17,0
10695,6318,WSA,EFSA0097030,FLXI,7.0,3/6/17,2017,50.41,1/6/17,Thursday,WEEKDAY,3,10/7/17,2017,21/9/17,0
10696,5129,WSA,EFSA0097800,BIRT,,18/6/17,2017,32.0,1/6/17,Thursday,WEEKDAY,3,11/7/17,2017,21/9/17,0
10697,9514,WSA,EFSA0097690,BIRT,,16/6/17,2017,32.0,1/6/17,Thursday,WEEKDAY,3,14/7/17,2017,21/9/17,0
10698,4807,WSA,EFSA0097624,BIRT,,15/6/17,2017,30.0,1/6/17,Thursday,WEEKDAY,3,15/7/17,2017,21/9/17,0
10699,9536,WSA,EFSA0097607,MIIS,,15/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,17/7/17,2017,21/9/17,0
10700,11100,WSA,EFSA0097196,BIRT,,6/6/17,2017,30.0,1/6/17,Thursday,WEEKDAY,3,19/7/17,2017,21/9/17,0
10701,9200,WSA,EFSA0097149,BIRT,,5/6/17,2017,30.0,1/6/17,Thursday,WEEKDAY,3,20/7/17,2017,21/9/17,0
10702,4472,WSA,EFSA0098407,MIIS,,30/6/17,2017,91.0,1/6/17,Thursday,WEEKDAY,3,22/7/17,2017,21/9/17,0
10703,6670,WSA,EFSA0097804,FLXI,4.0,19/6/17,2017,500.0,1/6/17,Thursday,WEEKDAY,3,24/7/17,2017,21/9/17,0
10704,6180,WSA,EFSA0097066,FLXI,2.0,4/6/17,2017,500.0,1/6/17,Thursday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10705,8162,WSA,EFSA0097930,FLXI,4.0,21/6/17,2017,61.0,1/6/17,Thursday,WEEKDAY,3,25/7/17,2017,21/9/17,0
10706,3268,WSA,EFSA0097006,FLXI,5.0,3/6/17,2017,400.0,1/6/17,Thursday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10707,5541,WSA,EFSA0097101,BIRT,,4/6/17,2017,3.6,1/6/17,Thursday,WEEKDAY,3,27/7/17,2017,21/9/17,0
10708,6239,WSA,EFSA0097747,FLXI,3.0,18/6/17,2017,500.0,1/6/17,Thursday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10709,8102,WSA,EFSA0097929,FLXI,2.0,21/6/17,2017,88.0,1/6/17,Thursday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10710,4765,WSA,EFSA0098304,MIIS,,28/6/17,2017,10.0,1/6/17,Thursday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10711,4068,WSA,EFSA0098510,MIIS,,2/7/17,2017,99.0,1/6/17,Thursday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10712,5764,WSA,EFSA0098603,MIIS,,4/7/17,2017,104.0,1/6/17,Thursday,WEEKDAY,3,29/7/17,2017,21/9/17,0
10713,1571,WSA,EFSA0097138,FLXI,3.0,5/6/17,2017,85.5,1/6/17,Thursday,WEEKDAY,3,30/7/17,2017,21/9/17,0
10714,9532,WSA,EFSA0097457,MIIS,,12/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,30/7/17,2017,21/9/17,1
10715,3262,WSA,EFSA0098508,FLXI,3.0,2/7/17,2017,470.0,1/6/17,Thursday,WEEKDAY,3,31/7/17,2017,21/9/17,1
10716,1902,WSA,EFSA0097068,FLXI,4.0,4/6/17,2017,500.0,1/6/17,Thursday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10717,3896,WSA,EFSA0097083,MIIS,,4/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10718,7686,WSA,EFSA0097897,BIRT,,20/6/17,2017,24.0,1/6/17,Thursday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10719,1920,WSA,EFSA0098229,MIIS,,27/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,1/8/17,2017,21/9/17,0
10720,6280,WSA,EFSA0097334,BIRT,,9/6/17,2017,3.5,1/6/17,Thursday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10721,4170,WSA,EFSA0098279,MIIS,,28/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,2/8/17,2017,21/9/17,0
10722,3962,WSA,EFSA0098139,MIIS,,25/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,3/8/17,2017,21/9/17,0
10723,3120,WSA,EFSA0097508,MIIS,,13/6/17,2017,100.0,1/6/17,Thursday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10724,5216,WSA,EFSA0098402,FLXI,2.0,30/6/17,2017,10.0,1/6/17,Thursday,WEEKDAY,3,4/8/17,2017,21/9/17,0
10725,1742,WSA,EFSA0098235,BIRT,,27/6/17,2017,30.0,1/6/17,Thursday,WEEKDAY,3,5/8/17,2017,21/9/17,0
